NPSN,Nama Sekolah,Telpon,Email,Akreditasi,Total Peserta Didik,Total Pendidik,Naungan,Kabupaten,Kecamatan,Alamat
10210923,SMA SWASTA SANTO THOMAS 1 MEDAN,0614520292,smasantothomas1medan@yahoo.co.id,A,1337,70,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA MEDAN,KEC. MEDAN PETISAH,JL. LETJEN S. PARMAN NO. 109
69867993,SMA SWASTA NANYANG ZHI HUI,0614534328,nanyangzh@yahoo.com,A,87,5,YAYASAN PENDIDIKAN NANYANG INDONESIA,KOTA MEDAN,KEC. MEDAN BARU,JL. ABDULLAH LUBIS NO.15 MEDAN
10212114,SMAS PGRI 14 SIBOLGA,,p.parapat@rocketmail.com,C,16,5,,KOTA SIBOLGA,KEC. SIBOLGA UTARA,JL. SISWOMIHARJO NO. 1 SIBOLGA
10210906,SMAS METHODIST 8 MEDAN,0616616356,sma_meth8mdn@yahoo.co.id,A,272,21,YAYASAN PERGURUAN KRISTEN METHODIST YOSAFAT MEDAN,KOTA MEDAN,KEC. MEDAN BARAT,JL. KL. YOS SUDARSO NO. 166 A
10200435,SMAS DESA MAJU STM HILIR,082125518554,desamaju.sma@gmail.com,B,78,13,YAYASAN  PERGURUAN NASIONAL DESA MAJU,KAB. DELI SERDANG,KEC. STM HILIR,JL. PROTOKOL DESA NEGARA
10211687,SMAS KARTIKA 1-4,082375653757,smakartika14@gmail.com,B,858,34,YAYASAN KARTIKA JAYA CABANG I BUKIT BARISAN,KOTA PEMATANGSIANTAR,KEC. SIANTAR BARAT,JL. KARTINI NO. 8
10202656,SMA SWASTA BUKIT CAHAYA,081396356245,smaswbukitcahaya@gmail.com,B,39,9,YAYASAN PERGURUAN  BUKIT CAHAYA,KAB. SIMALUNGUN,KEC. PANOMBEIAN PANEI,BATU 3 NAGORI BOSAR
10258492,SMAS ETISLANDIA,06180025146,smaetislandiamedan@gmail.com,B,131,14,YAYASAN PERGURUAN NASIONAL ETIS LANDIA,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. GAPERTA UJUNG GG. BERKAT NO.32
10259560,SMAS PEMBANGUNAN NASIONAL,0617363386,smapemnas8@gmail.com,B,51,10,YAYASAN PERGURUAN PEMBANGUNAN NASIONAL,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. MUSTIKA NO.2
10257545,SMA SWASTA AMIR HAMZAH,,smaamirhamzah84@yahoo.com,B,172,5,,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. PERTAHANAN UJUNG SIMPANG BEO
10202002,SMA SWASTA KATOLIK KABANJAHE,,smakatolik1kj@gmail.com,A,656,47,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KAB. KARO,KEC. KABANJAHE,JL.IRIAN KABAJAHE
70052009,SMA ISLAM TERPADU IQRO STABAT,,,,41,11,YAYASAN SARANA HIDAYAH,KAB. LANGKAT,KEC. STABAT,JL. KENANGA LINGK I
10210801,SMA SWASTA AR RAHMAN MEDAN,8450418,arrahman.sma@gmail.com,A,158,18,YAYASAN PENDIDIKAN ARRAHMAN MEDAN,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. H.A MANAF LUBIS NO. 58
10212526,SMA SWASTA YAYASAN PENDIDIKAN PANCASILA,081375711552,smaswastayaspenpancasila@gmail.com,A,429,25,YAYASAN PENDIDIKAN PANCASILA,KAB. LANGKAT,KEC. SAWIT SEBERANG,JL. MESJID SUBULUS SALAM
10214126,SMAS MELATI HAMPARAN PERAK,082276036776,smamelati@ymail.com,B,128,15,YAYASAN PENDIDIKAN MELATI,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. PASAR V HAMPARAN PERAK
10259747,SMAS PANCA KARYA,8910605,smaspancakarya@gmail.com,B,30,9,YAYASAN PENDIDIKAN PANCA KARYA,KAB. LANGKAT,KEC. STABAT,JL. WONOSARI NO. 1 PERDAMAIAN
70004716,SMA SWASTA MEDAN MULIA / MIANZHONG,,,A,450,17,YAYASAN PENDIDIKAN MEDAN MULIA/MIAN ZHONG,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL. BANGAU / JL. GAGAK HITAM RINGROAD
69756078,SMAS KRISTEN ARASTAMAR,085358523056,smaskarastamar@gmail.com,C,167,19,YAYASAN EDUKASI TAMARAS (YAITA),KAB. NIAS BARAT,KEC. SIROMBU,JALAN SIHENEASI
10214143,SMA SWASTA NURUL HASANAH,08126337831,smanurulhasanah5@gmail.com,B,156,9,NURUL HASANIAH,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. AMAL BAKTI TEMBUNG
10210926,SMAS PRAYATNA MEDAN,7382459,sma_prayatna@yahoo.co.id,B,256,24,PERKUMPULAN_PERGURUAN_PRAYATNA_MEDAN,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. LETDA SUJONO NO. 403
69943640,SMA SWASTA AL IHSAN WAMPU,085297097409,smaswastaalihsan@gmail.com,B,91,9,AL IHSAN,KAB. LANGKAT,KEC. WAMPU,JL.ABADI
10210716,SMAS DHARMA SAKTI,,dharmasakti6@gmail.com,B,13,5,YAYASAN PENDIDIKAN DHARMA SAKTI,KOTA MEDAN,KEC. MEDAN DENAI,JL. SEKSAMA NO. 130
10204248,SMA SWASTA TELADAN INDRAPURA,085277716328,smasteladan@gmail.com,B,165,10,YAYASAN PERGURUAN TELADAN INDRAPURA,KAB. BATU BARA,KEC. AIR PUTIH,JALAN DATUK UMAR PELANGKI NO. 8 TANAH MERAH
10210794,SMAS AL WASHLIYAH PASAR SENEN,7883282,smapasarsenenmedan@gmai.com,B,65,8,PERKUMPULAN AL JAMI'ATUL WASHLIYAH,KOTA MEDAN,KEC. MEDAN MAIMUN,JL.PASAR SENEN NO.7
10204250,SMAS TAMAN SISWA KISARAN,,tamansiswa123@ymail.com,A,94,11,PERSATUAN PERGURUAN  TAMANSISWA CABANG KISARAN,KAB. ASAHAN,KEC. KISARAN BARAT,JL. HOS COKROAMINOTO NO. 341 KISARAN
10227082,SMA SWASTA SANTO YOSEPH MEDAN,8364577,sma_st_yoseph_mdn@yahoo.co.id,A,365,31,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA MEDAN,KEC. MEDAN TUNTUNGAN,JL.FLAMBOYAN RAYA NO.139
69948419,SMA SWASTA SABAS SIGATA,,smassabassigata@gmail.com,C,37,10,SABAS,KAB. NIAS SELATAN,KEC. PULAU-PULAU BATU BARAT,SIGESE
10263531,SMA SWASTA ANASTASIA,06180047398,kristina.laia96@gmail.com,B,81,11,ANASTASIA,KAB. DELI SERDANG,KEC. PANCUR BATU,"JL. JAMIN GINTING, KM. 14, SIMP. GARDU, DUSUN V, NAMO BINTANG, PANCUR BATU, DEL"
69888712,SMAS HOSANA,0616612542,smahosana14@gmail.com,B,98,12,YAYASAN PERGURUAN KRISTEN HOSANA,KOTA MEDAN,KEC. MEDAN DELI,JALAN METAL NO. 7
69947387,SMA SWASTA CINTA KASIH MEDAN,,smacintakasih@yahoo.com,B,28,3,YAYASAN PERGURUAN KRISTEN CINTA KASIH,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. SAMA NO. 20 MEDAN
70015762,SMA SWASTA IT MTTQ,082160068687,smasit.mttq@gmail.com,C,64,8,PERKUMPULAN MAJELIS TA'LIM TILAWAH QUR'AN (MTTQ),KAB. DELI SERDANG,KEC. KUTAIIMBARU,JL. GLUGUR RIMBUN
10214164,SMAS GALIH AGUNG KUTALIMBARU,,datasmagalihagung@gmail.com,A,400,27,YAYASAN PESANTREN DARULARAFAH,KAB. DELI SERDANG,KEC. KUTAIIMBARU,JL. BERDIKARI DS. LAU BEKERI
69888490,SMA SWASTA AL - FATTAH,081263488367,smaswasta.alfattah@yahoo.co.id,B,46,6,YAYASAN PENDIDIKAN ISLAM AL FATTAH DELI SERDANG,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. DESA LAMA DUSUN II
10212099,SMAS MUHAMMADIYAH 15 SIBOLGA,,smamuhsibolga@gmail.com,B,53,11,PIMPINAN WILAYAH MUHAMMADIYAH (PWM) PROV. SUMATERA UTARA,KOTA SIBOLGA,KEC. SIBOLGA SELATAN,JL D E S BUNGARAN PANGGABEAN  NO 24 A SIBOLGA
70057184,SMA  SWASTA ISLAM TERPADU BIDZRATUL ILMI,,,,36,15,YAYASAN DOKTOR ASYURA FAVORIT,KOTA TANJUNG BALAI,KEC. DATUK BANDAR,JLN. JAMIN GINTING LK. III KEL. SIRANTAU KEC. DATUK BANDAR KOTA TANJUNG BALAI
10211307,SMAS TUNAS PELITA BINJAI,06180044054,smatunaspelita@gmail.com,B,186,22,YAYASAN PENDIDIKAN TUNAS PELITA,KOTA BINJAI,KEC. BINJAI UTARA,JL. PERINTIS KEMERDEKAAN NO. 166
69954868,SMA SWASTA NAMIRA,0618217859,smanamira2017@gmail.com,A,248,16,YAYASAN FAJAR DIINUL ISLAM,KOTA MEDAN,KEC. MEDAN SELAYANG,JL. SETIA BUDI PASAR I NO. 76
10209388,SMA SWASTA DHARMA UTAMA,,smadharmautama@yahoo.co.id,B,151,11,YAYASAN PENDIDIKAN DAHRMA UTAMA,KAB. SERDANG BEDAGAI,KEC. PEGAJAHAN,JL. SUKA MAJU NO.1 SUKASARI
69886177,SMAS PERTIWI,06180089558,smaspertiwimedan@gmail.com,A,135,13,YAYASAN PERGURUAN PERTIWI KOTA MEDAN,KOTA MEDAN,KEC. MEDAN BARAT,JALAN BUDI PERSATUAN/ BUDI KEMAKMURAN NO. 33/38
10210900,SMAS MARKUS MEDAN,8459970,markusmedan226@gmail.com,A,282,12,YAYASAN PERGURUAN MARKUS,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. KAPTEN MUSLIM NO. 226
10259081,SMAS KATOLIK ST IGNATIUS,06180440297,yayasansma.ignatius@yahoo.com,C,38,10,YAYASAN KATOLIK SANTO IGNATIUS CINTA DAMAI - MEDAN,KOTA MEDAN,KEC. MEDAN HELVETIA,"JL.BINJAI KM 8,5 PSR V GG. MAKMUR"
10210936,SMA SWASTA AL AZHAR PLUS MEDAN,0618367946,smapluscibi.alaz2004@gmail.com,A,249,24,YAYASAN HAJJAH RACHMAH NASUTION,KOTA MEDAN,KEC. MEDAN JOHOR,JL.PINTU AIR IV NO.214 PADANG BULAN
10260094,SMA SWASTA ADVENT NIAS,081362120111,smaadventnias@gmail.com,B,495,34,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH DSKT,KAB. NIAS,KEC. IDANOGAWO,JL. LINTAS TELUK DALAM KM. 41
10220915,SMAS PERSIAPAN 2 PD TUALANG,081375079851,smaswastapersiapan2pdtualang@gmail.com,B,64,13,YAYASAN HAJI KASUN PERSADA,KAB. LANGKAT,KEC. PADANG TUALANG,JL. TITI BESI TEBING TJ. SELAMET
10210416,SMA SWASTA AL WASHLIYAH 3 MEDAN,7868487,smaalwashliyah3@ymail.com,A,180,16,PERKUMPULAN AL JAMI'ATUL WASHLIYAH,KOTA MEDAN,KEC. MEDAN AMPLAS,JL. GARU II NO. 2 MEDAN
10220228,SMAS HARAPAN PAYA BAKUNG,06142088716,smasharapanpb@gmail.com,B,262,10,YAYASAN PERGURUAN HARAPAN ANUGRAH  PAYA BAKUNG,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. PELAJAR
69939076,SMA SWASTA BINTANG LANGKAT,081362418711,smabintanglangkat@gmail.com,B,93,9,VIVINA HUDA,KAB. LANGKAT,KEC. STABAT,JL.STABAT-SECANGGANG
10210756,SMAS JENDERAL SUDIRMAN,0617366238,ypjs_smajensud@yahoo.com,B,102,9,PERGURUAN JENDERAL SUDIRMAN,KOTA MEDAN,KEC. MEDAN DENAI,JL. SELAM I NO. 52
10258027,SMAS HARAPAN BATANG SERANGAN,,smasharapanbandarpulo@gmail.com,B,76,12,YAYASAN PENDIDIKAN IR.H.MAULANA,KAB. LANGKAT,KEC. BATANG SERANGAN,JL.KWALA SAWIT DUSUN BANDAR PULO BATANG SERANGAN
10210798,SMAS ANGKASA 1 LANUD SOEWONDO,0614514619,k1.swdsma@gmail.com,A,153,21,YAYASAN ARDHYA GARINI CABANG LANUD SOEWONDO,KOTA MEDAN,KEC. MEDAN POLONIA,JL. POLONIA UJUNG NO.99
10204232,SMAS DAERAH AIR BATU,,smadaerahairbatu@gmail.com,B,140,14,YAYASAN PERGURUAN SMA DAERAH AIR BATU,KAB. ASAHAN,KEC. AIR BATU,JL. PENDIDIKAN DESA SEI ALIM ULU DUSUN I
69978772,SMA SWASTA IT ALKAFFAH,081361103788,smakaffahbinjai@gmail.com,B,96,13,YAYASAN WAKAF AL KAFFAH BINJAI,KOTA BINJAI,KEC. BINJAI SELATAN,JL. JAMIN GINTING NO. 131
10220931,SMA SWASTA BUDI MURNI 3,081376987201,smabudimurni3@yahoo.com,A,217,19,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. TERATAI NO. 21 A
70003056,SMA SWASTA ISLAM PLUS ADZKIA,0614561280,smaislaplusadzkia@gmail.com,A,443,37,YAYASAN ADZKIA INTERNASIONAL,KOTA MEDAN,KEC. MEDAN BARU,JL. KANGKUNG NO. 24
10204255,SMA SWASTA NASIONAL PETATAL,06233446444,smasnas.petatal@yahoo.co.id,B,325,23,YAYASAN PERGURUAN NASIONAL,KAB. BATU BARA,KEC. DATUK TANAH DATAR,JL. SIMPANG TELUK BAYUR
10214144,SMA SWASTA NUSANTARA LUBUK PAKAM,06142075126,smanusantaralp@yahoo.com,A,572,39,PERGURUAN NUSANTARA LUBUKPAKAM,KAB. DELI SERDANG,KEC. LUBUK PAKAM,JL. TENGKU RAJA MUDA NO. 1
10257660,SMA SWASTA METHODIST 5 MEDAN,0616616635,sma.methodist5@gmail.com,B,265,16,PENDIDIKAN GMI JEMAAT GLORIA,KOTA MEDAN,KEC. MEDAN BARAT,JL. KARYA RAKYAT NO. 67
10259259,SMAS LINGGA TEMBA,082190365890,yayasanperguruanlingga@yahoo.co.id,C,51,14,YAYASAN PERGURUAN LINGGA,KAB. DAIRI,KEC. PEGAGAN HILIR,JL. TEMBA DESA ONAN LAMA
10203516,SMAS BUKIT CAHAYA SUMBUL,,bukitcahaya25@yahoo.co.id,B,86,2,YAYASAN PENDIDIKAN BUKIT CAHAYA,KAB. DAIRI,KEC. SUMBUL,JL. TIGA BARU NO. 48 SUMBUL
10210830,SMAS WIDIASANA UTAMA,0617325113,smaswastawidyasanautama@gmail.com,C,13,16,YAYASAN PENDIDIKAN &SOSIAL PEMBANGUNAN PERGURUAN WIDYASANA UTAMA MEDAN,KOTA MEDAN,KEC. MEDAN KOTA,JL. YOSERIZAL NO. 3 A MEDAN
70052595,SMA SWASTA HIKMATUL FADHILLAH,,,B,14,2,YAYASAN PENDIDIKAN ISLAM HIKMATUL FADHILLAH,KOTA MEDAN,KEC. MEDAN DENAI,JL. JERMAL VII GG. MURNI XII
70053394,SMA SWASTA DIAN ILMU NUSANTARA,085276507066,smadianilmunusantara@gmail.com,,7,8,YAYASAN PENDIDIKAN DIAN ILMU NUSANTARA,KAB. NIAS BARAT,KEC. MORO O,JL. HILIADULO
70003196,SMA SWASTA PENGHARAPAN,082160301444,smapengharapanmedan@gmail.com,B,48,6,LEMBAGA PENDIDIKAN INDONESIA-JERMAN,KOTA MEDAN,KEC. MEDAN AREA,JL. BROMO LORONG SOSIAL NO. 35
10210710,SMA SWASTA FREE METHODIST MEDAN,081376621986,smafreemethodist@gmail.com,B,509,24,YAYASAN PENDIDIKAN  FREE METHODIST INDONESIA,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. BERINGIN RAYA 152 -E HELVETIA MEDAN
10210707,SMA SWASTA EKA PRASETYA MEDAN,082367070774,eka.prasetya99@yahoo.com,A,105,10,YAYASAN PERGURUAN EKA PRASETYA,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. ASRAMA/EKA PRASETYA NO.1
10205417,SMAS BHAYANGKARI 2 RANTAUPRAPAT,062422093,smabhayangkari2rantauprapat@gmail.com,A,279,22,YAYASAN KEMALA BHAYANGKARI,KAB. LABUHANBATU,KEC. RANTAU UTARA,JL. T. CIK DI TIRO
10202005,SMA SWASTA SANTA MARIA KABANJAHE,06289832152,smasantamariakabanjahe@yahoo.co.id,A,945,43,YAYASAN SETIA MEDAN,KAB. KARO,KEC. KABANJAHE,JL. JAMIN GINTING GANG GARUDA NO. 100 KABANJAHE
10211535,SMA SWASTA KATOLIK CINTA KASIH,062122854,smaskck05@gmail.com,A,426,26,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA TEBING TINGGI,KEC. TEBING TINGGI KOTA,JL. PUSARA PEJUANG NO. 5
69831535,SMA SWASTA BINA ARTHA,085237968510,sma_binaartha@yahoo.co.id,A,298,14,YAYASAN PENDIDIKAN BINA ARTHA WACANA,KAB. PADANG LAWAS UTARA,KEC. SIMANGAMBAT,"DESA UJUNG GADING JAE, KEC. SIMANGAMBAT"
70046396,SMA PLUS TARUNA SATYA,082274306667,smaplustarsa@gmail.com,,121,12,YAYASAN TARUNA TEKNO ARIFAH,KAB. DELI SERDANG,KEC. NAMO RAMBE,JL. PEMBANGUNAN
10220517,SMAS SW EKA SATRIA,081262265512,smaswastaekasatria@gmail.com,B,81,7,,KAB. TAPANULI TENGAH,KEC. SARUDIK,JL. AKS. TUBUN SERUDIK
69762757,SMAS YAPIM TARUNA PANDAN,0631372375,yapim_pandan@yahoo.com,B,47,14,YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA,KAB. TAPANULI TENGAH,KEC. PANDAN,JL. AHMAD YANI PANDAN
69964128,SMA SWASTA BAITUL AZIZ,085288955354,smabaitulaziz354@gmail.com,B,152,12,YP.BAITUL AZIZ,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. PUSAKA/ MUARA KOLAM NO.313
10258340,SMA SWASTA PEMBDA 1 GUNUNGSITOLI,081375984955,smaswastapembda1@gmail.com,A,753,28,PERGURUAN PEMBDA NIAS,KOTA GUNUNGSITOLI,KEC. GUNUNGSITOLI,JL.PELITA NO.9 GUNUNGSITOLI
10257280,SMAS SWAKARYA SALAPIAN,06189320004,smaswakaryaslpsalapian@gmail.com,A,126,16,YAYAYASAN PERGURUAN SWAKARYA SALAPIAN,KAB. LANGKAT,KEC. SALAPIAN,JL. MERDEKA NO. 06 TANJUNG LANGKAT
10205416,SMAS DI PANJAITAN TANJUNG LEIDONG,,yayasandipanjaitan@yahoo.com,B,174,10,YAYASAN PENDIDIKAN DONALD ISAAC PANJAITAN,KAB. LABUHANBATU UTARA,KEC. KUALUH LEIDONG,JL. MESJID NO. 22 TANJUNG LEIDONG
10210805,SMA SWASTA  AL- HIDAYAH MEDAN,06173360972,smaalhidayahmedan23@gmail.com,B,184,17,YAYASAN PERGURUAN AL-HIDAYAH,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. LETDA SUJONO GG. PERGURUAN NO.4
69980023,SMA SWASTA TELADAN TANAH JAWA,082365163330,smateladan.tanahjawa@gmail.com,A,219,12,YAYASAN PENDIDIKAN TELADAN TANAH JAWA,KAB. SIMALUNGUN,KEC. TANAH JAWA,JL. SISINGAMANGARAJA NAGORI BALIMBINGAN KEC. TANAH JAWA KAB. SIMALUNGUN
69862405,SMA SWASTA DWI TUNGGAL,7945530,tunggaldwi837@ymail.com,B,127,12,PERGURUAN DWITUNGGAL,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,"JL. MEDAN-TANJUNG MORAWA KM 14,5"
10212098,SMA KATOLIK SIBOLGA,063125601,sibolgasmakatolik@gmail.com,A,495,31,YAYASAN SANTA MARIA BERBELASKASIH,KOTA SIBOLGA,KEC. SIBOLGA KOTA,JL. BRIGJEN KATAMSO NO. 19 SIBOLGA
10260916,SMA SWASTA MUHAMMADIYAH 17,082213291591,smas.muhammadiyah.17.tg.tiram@gmail.com,B,217,13,PIMPINAN WILAYAH MUHAMMADIYAH (PWM) PROV. SUMATERA UTARA,KAB. BATU BARA,KEC. TANJUNG TIRAM,JL. MERDEKA NO. 70A
10210887,SMA SWASTA NURANI BELAWAN,06188810343,smanurani15@gmail.com,B,102,16,YAYASAN PERGURUAN NURANI BELAWAN,KOTA MEDAN,KEC. MEDAN KOTA BELAWAN,JL. KAKAP 2 BELAWAN
10214109,SMA SWASTA BINA SISWA,082164321110,smaswastabinasiswalaudendang@gmail.com,C,102,11,PERGURUAN BINA SISWA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. PERHUBUNGAN NO. 42
10262109,SMAS KESUMA BANGSA LONDUT,085362617600,patarl@ymail.com,B,610,36,PERGURUAN PUJA KESUMA LONDUT,KAB. LABUHANBATU UTARA,KEC. KUALUH HULU,DESA LONDUT
10210879,SMA SWASTA SANTO THOMAS 3 MEDAN,8455860,sma.st3donbosco@yahoo.co.id,A,371,25,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. GATOT SUBROTO GG. BANTENG NO. 7
70052011,SMA SWASTA DEWANI AKBAR SERDANG BEDAGAI,,,,43,10,YAYASAN BAKTI UNTUK NEGERI DAN AGAMA,KAB. SERDANG BEDAGAI,KEC. TEBING TINGGI,JL. BESAR DUSUN XV
10210893,SMA SWASTA PADAMU NEGERI,0617862206,smapadamunegerimedan@gmail.com,B,89,2,YAYASAN PENDIDIKAN GAJAH MADA MEDAN TENGGARA,KOTA MEDAN,KEC. MEDAN DENAI,MEDAN TENGGARA VII NO.125 MEDAN
10210734,SMAS KATOLIK MARIANA,,smakatolikmarianamedan2013@gmail.com,B,80,14,YAYASAN PENDIDIKAN KATOLIK MARIANA MEDAN,KOTA MEDAN,KEC. MEDAN HELVETIA,JL.KAPT. MUSLIM NO. 112
10208952,SMAS ST PETRUS URAT,081370101722,ssantupetrus@yahoo.co.id,B,70,10,YAYASAN PENDIDIKAN SANTU PETRUS URAT,KAB. SAMOSIR,KEC. PALIPI,URAT TIMUR
10257308,SMA SWASTA  DHARMA PATRA SEI LEPAN,323600,smaswastadharmapatra@gmail.com,A,552,39,YAYASAN PENDIDIKAN DHARMA PATRA P. BERANDAN,KAB. LANGKAT,KEC. SEI LEPAN,JL. BALIK PAPAN  KOMP. PURAKA-I P. BRANDAN
10205375,SMAS MUHAMMADIYAH 10 RANTAUPRAPAT,,smamuhammadiyah10rantauprapat@gmail.com,A,114,11,PIMPINAN WILAYAH MUHAMMADIYAH (PWM) PROV. SUMATERA UTARA,KAB. LABUHANBATU,KEC. RANTAU UTARA,JL. KHA. DAHLAN NO. 94 RANTAUPRAPAT
10220215,SMAS METHODIST PANCUR BATU,8369303,methodist_pancurbatu@yahoo.com,B,277,21,YAYASAN PENDIDIKAN GEREJA METHODIST INDONESIA  ANTIOKHIA PANCURBATU,KAB. DELI SERDANG,KEC. PANCUR BATU,JL. JAMIN GINTING NO 36
10211310,SMAS SETIA BUDI,081396149332,smasetiabudi83@gmail.com,B,166,16,YAYASAN PENDIDIKAN SETIA BUDI BINJAI,KOTA BINJAI,KEC. BINJAI UTARA,JL. PERINTIS KEMERDEKAAN NO. 111 A
10211304,SMAS MELATI,081397664150,smaswastamelati@gmail.com,B,77,10,YAYASAN PERGURUAN MELATI,KOTA BINJAI,KEC. BINJAI UTARA,JL. MT. HARYONO. 314
10259859,SMA SWASTA BERDIKARI,06222156,yp.berdikari@yahoo.com,B,26,2,SMP SWASTA PANCA BUDI PERDAGANGAN,KAB. SIMALUNGUN,KEC. BANDAR,JL. KUALA TANJUNG
10214168,SMAS KARYA SEDAR SIBIRU-BIRU,08126312137,smu.karyasedar@yahoo.co.id,C,28,9,KARYA SEDAR,KAB. DELI SERDANG,KEC. SIBIRU-BIRU,JL BESAR DELI TUA
10258267,SMA SWASTA MITROS,081260014122,smas_mitros@yahoo.co.id,B,68,19,YAYASAN MITRA ORAHUA SUSUA (MITROS),KAB. NIAS SELATAN,KEC. SUSUA,DESA HILIADULOSOI
10200446,SMA SWASTA PRIMA,085261832921,smaswastaprima@yahoo.com,B,296,19,YAYASAN REIS CENDIKIA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. PRIMA PSR. VII
69969094,SMA SWASTA AMANAH TAHFIDZ,081397727705,info@amanahtahfiz.sch.id,A,38,12,YAYASAN PENDIDIKAN DAN SOSIAL HELVETIA,KAB. DELI SERDANG,KEC. SUNGGAL,JL. PELITA SEI MENCIRIM DUSUN VII
10220225,SMAS YAPIM BIRU-BIRU,082117735170,smayapimbirubiruyapim@yahoo.co.id,A,422,34,YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA,KAB. DELI SERDANG,KEC. SIBIRU-BIRU,JL. BIRU-BIRU
10210931,SMA SWASTA PANCA BUDI MEDAN,08116300044,sma@pancabudi.sch.id,A,675,35,PROF.DR.H.KADIRUN YAHYA,KOTA MEDAN,KEC. MEDAN SUNGGAL,"JL. JEND. GATOT SUBROTO KM. 4,5"
10210711,SMA SWASTA GAJAH MADA MEDAN,8226423,smaswastagajahmadapbulan@yahoo.co.id,A,138,14,YAYASAN HAJI YAHYA SUMARDI PERGURUAN GAJAH MADA MANDIRI,KOTA MEDAN,KEC. MEDAN SELAYANG,JL. BUNGA KENANGA NO.2
10214160,SMA SWASTA RK DELI MURNI DISKI,081396027004,smarkdiski@yahoo.com,A,203,14,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KAB. DELI SERDANG,KEC. SUNGGAL,"JL. BINJAI KM. 14,5 DISKI"
10210752,SMAS IRA MEDAN,0617365244,smairamedan@gmail.com,C,86,9,YAYASAN PERGURUAN IRA MEDAN,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. PERTIWI NO. 111/ 53 B MEDAN
10259295,SMAS DOREMA,085372401511,smadorema63@gmail.com,B,16,3,YAYASAN DOREMA,KOTA MEDAN,KEC. MEDAN SUNGGAL,"JL.BINJAI KM 7,5 / JL.PUSKESMAS NO.10 B"
10258335,SMAS PERMATA KASIH,081397561946,smapermata310@yahoo.com,B,97,18,YAYASAN SWASTA ANUGRAH PERMATA KASIH,KAB. NIAS UTARA,KEC. SITOLU ORI,DESA BOTOMBAWO
10210866,SMAS MEDAN PUTRI,4517239,smasmedanputri75@gmail.com,B,19,3,YP. MEDAN PUTRI,KOTA MEDAN,KEC. MEDAN TIMUR,JL. TIMOR UJUNG NO.5 MEDAN
69992945,SMA SWASTA AL AMJAD,,perguruanalamjad@gmail.com,A,195,19,YAYASAN HAJI HASBALLAH YUNUS,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL. MERPATI NO. 81
10210928,SMA SWASTA PENCAWAN MEDAN,8363786,sma_pencawanmedan@yahoo.co.id,A,287,23,PENDIDIKAN NASIONAL MASTY PENCAWAN,KOTA MEDAN,KEC. MEDAN TUNTUNGAN,JL. BUNGA NCOLE NO. 50
10257750,SMA SWASTA GELORA PANCASILA,,sma.gelorapancasila@gmail.com,B,125,11,YAYASAN GELORA PANCASILA PEGAJAHAN,KAB. SERDANG BEDAGAI,KEC. PEGAJAHAN,JL. DUSUN HARAPAN I
10212525,SMA SWASTA KARYA BAKTI SELESAI,,smaswastakaryabakti@gmail.com,B,113,7,YAYASAN PERGURUAN KARYA BAKTI,KAB. LANGKAT,KEC. SELESAI,JL. BINJAI - KUALA  KM. 13 PASAR I PADANG CERMIN
