NPSN,Nama Sekolah,Bentuk,Telpon,Email,Naungan,Kabupaten,Kecamatan,Alamat
20501151,SD MUHAMMADIYAH,SD,0317923952,sdmuh1b@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. GRESIK,KAB. GRESIK,KEC. BENJENG,JL.RAYA BULUREJO
69867990,SDI. AL - MU AMMIRIN,SD,082331711231,abdrahman0788@gmail.com,AL-MU'AMMIRIN,KAB. SUMENEP,KEC. GANDING,DS. GADU TIMUR
70062471,SDI AR-ROHMAH,SD,,,YAYASAN AR-ROHMAH KARANGJUWET,KOTA BATU,KEC. JUNREJO,JL.LANGSEP RT.30 RW.07
20531858,SD AL HIKMAH SURABAYA,SD,0318299094,sdalhikmahsby@gmail.com,YAYASAN LEMBAGA PENDIDIKAN ISLAM AL HIKMAH,KOTA SURABAYA,KEC. GAYUNGAN,"JL. GAYUNG KEBONSARI TENGAH NO. 10, SURABAYA"
20539475,SD NU BAHRUL ULUM,SD,0341363881,www.sdnubahrululum@yahoo.com,LEMBAGA PENDIDIKAN MAARIF,KOTA MALANG,KEC. KEDUNGKANDANG,JL. KOLONEL SUGIONO VII / 48
20564351,SDI AL-HAMIDIYAH,SD,081939000484,sdi.alhamidiyah01@gmail.com,YAYASAN AL-HAMIDIYAH,KAB. SUMENEP,KEC. TALANGO,JL. KOSAMBI BAKA NO 02
69934102,SD ISLAM AL QOLAM,SD,081359618141,alqolamsdislam@gmail.com,LEMBAGA PENDIDIKAN ISLAM AL QOLAM,KAB. NGAWI,KEC. NGAWI,JL SUKOWATI RT 3 RW 4
20532859,SD PUTRA INDONESIA,SD,0318498623,sd_putraindonesia27@yahoo.co.id,YAYASAN PENDIDIKAN PUTRA INDONESIA,KOTA SURABAYA,KEC. GUNUNGANYAR,JL. KYAI SATARI NO. 27 SURABAYA.
60724821,SDS ISLAM MAMBAUL ULUM,SD,087750039753,sdsmambaululum@gmail.com,HASAN AL-BASHRI,KAB. SAMPANG,KEC. OMBEN,DS. KAMONDUNG
70043338,SD TAHFIDZ AL-FATIH,SD,,,YAYASAN AL FATIH PEJATEN,KAB. BONDOWOSO,KEC. BONDOWOSO,JALAN KOPRAL MOERIN NO.8 RT.08 RW.02
69996092,SD QURAN BAHRUSYSYIFA,SD,082332630300,sdquba2017@gmail.com,BAHRUSYSYIFA' BAGUSARI LUMAJANG,KAB. LUMAJANG,KEC. SUKODONO,"DUSUN SITINGGIL RT 03 RW 04, DESA KEBONAGUNG"
20571201,SD ISLAM DARUT TAUHID,SD,082337074340,sditdaruttauhid66@gmail.com,DARUT TAUHID AL MASYHUDIYYAH,KAB. PROBOLINGGO,KEC. KREJENGAN,PATEMON
69986804,SDIT AL AQSHA,SD,082140543007,sditaqsha390@gmail.com,YAYASAN DELTA ANANDA,KAB. SIDOARJO,KEC. SIDOARJO,BUMI SUKO INDAH HH 09 - 11 RT 48 RW 11  SIDOARJO
70045904,SDI AL-MIFTAH KRAMAT JAYA,SD,,,,KAB. PAMEKASAN,KEC. PALENGAAN,DUSUN BARAT POTOAN LAOK
20533109,SD KRISTEN BETHEL SULUNG 3 SURABAYA,SD,0318495411,sdkrbethelsulung3@yahoo.com,YAYASAN BETHEL SULUNG SURABAYA,KOTA SURABAYA,KEC. TENGGILIS MEJOYO,JL. KUTISARI UTARA V/9
20531928,SD AN-NUR SURABAYA,SD,0317483849,sdiannur.sby94@yahoo.com,YAYASAN PENDIDIKAN ISLAM AN-NUR SIMO,KOTA SURABAYA,KEC. SUKOMANUNGGAL,SIMO POMAHAN BARU BARAT MASJID  NO: 7 - 9
70004569,SDI PLUS AL-ISHLAH,SD,085655384409,alishlah.sdi@gmail.com,YPIP AL ISHLAH,KAB. KEDIRI,KEC. GURAH,"JL. BERINGIN RT 4 RW 6 DS. TAMBAKREJO, GURAH"
20555783,SD ISLAM AL-HIDAYAH,SD,085731869056,goodnes_alaika@yahoo.co.id,YAYASAN PENDIDIKAN ISLAM AL-HIDAYAH,KAB. BANGKALAN,KEC. GEGER,DUSUN OLBEK DESA KOMBANGAN
70000401,SD ISLAM CAHAYA SUNNAH,SD,082141414675,sdicahayasunnahkotabatu@gmail.com,YAYASAN CAHAYA ISLAM KOTA BATU,KOTA BATU,KEC. BATU,JL. ABDUL RAHMAN NO. 7
20525031,SDS AL IBRAHIMY,SD,085233372226,sdalibrahimy2000@gmail.com,YAYASAN PENDIDIKAN ISLAM AL IBRAHIMY,KAB. JEMBER,KEC. SILO,JL. K. MANSYUR NO. 35 KARANG TIMUR
20505715,SEKOLAH DASAR ISLAM TUBAN,SD,0356326154,sdislamtuban@gmail.com,LP MAARIF NU,KAB. TUBAN,KEC. TUBAN,JL. KH. AGUS SALIM NO. 44 TUBAN
70012938,SD AZ-ZAHRAH,SD,03435648889,sdazzahrah18@gmail.com,DARUT TARBIYAH WAL IFTAA,KOTA PASURUAN,KEC. GADINGREJO,JL. GATOT SUBROTO 01/08  KEL. PETAHUNAN
20502399,SD TAMAN HARAPAN,SD,8680049,sdtamanharapan576@gmail.com,YAYASAN TAMAN HARAPAN SEJAHTERA,KAB. SIDOARJO,KEC. GEDANGAN,JL. MANDALA VI / 576 A
70050802,SD ISLAM NUR MULTAZAM,SD,08113227204,sdislamnurmultazam@gmail.com,YAYASAN BAROKAH MULTAZAM,KOTA PASURUAN,KEC. PURWOREJO,JL. SULTAN AGUNG
20554935,SD ISLAM NURUL IZZAH,SD,710777,sdi.nurulizzah@gmail.com,YAYASAN NURUL IZZAH MALANG,KOTA MALANG,KEC. KEDUNGKANDANG,JL. KI AGENG GRIBIG
20541206,SD ISLAM AL MALIKI SUKODONO,SD,0334889602,sdialmaliki@gmail.com,ALMALIKI,KAB. LUMAJANG,KEC. SUKODONO,JL. PON. PES AL-MALIKI
69995881,SD ISLAM MADINATUL QUR`AN,SD,085606822009,sdi.madinatulquran@gmail.com,MADINATUL QUR'AN NUSANTARA,KAB. TUBAN,KEC. PALANG,JALAN GOA SUCI DUSUN KRAJAN RT 06 RW 01
20533897,SD ISLAM MOHAMMAD HATTA,SD,0341413003,admsdimh@gmail.com,BINA INSAN KAMIL INDONESIA,KOTA MALANG,KEC. LOWOKWARU,JL. SIMPANG FLAMBOYAN NO. 30
69946459,SD ISLAM HIDAYATUTH THOLIBIN,SD,,sdi_hidayatuththolibin@yahoo.com,YAYASAN SOSIAL DAN PENDIDIKAN PONDOK PESANTREN HIDAYATUTH THOLIBIN,KAB. KEDIRI,KEC. PARE,JL. ANGGUR NO. 15 DS. TERTEK
69883482,SDS ISLAM TERPADU AL-ITTIHAD,SD,085259363900,sdit.alittihad4@gmil.com,YASPI AL ITTIHAD,KAB. SAMPANG,KEC. TAMBELANGAN,JL. DESA TAMBELANGAN
20531847,SD AL FATAH,SD,0317533478,sdalfatahsurabaya@gmail.com,AL FATAH CHOLILAH PALIL,KOTA SURABAYA,KEC. WIYUNG,DUKUH KARANGAN GG.GOLONGAN
70043089,SD ISLAM PLUS AL-IMAM,SD,085655714325,sdiplus.alimam@gmail.com,YAYASAN LUBIS MUBARAK,KAB. KEDIRI,KEC. GURAH,"JL. AWU-AWU, DSN. KWARASAN KIDUL RT.08/RW.02, DS. TIRU KIDUL, KEC. GURAH"
70006984,SD TUNAS BANGSA,SD,,,YAYASAN TUNAS BANGSA,KAB. GRESIK,KEC. MENGANTI,BONGSO KULON RT. 002 RW. 001
69968727,SDI IRSYADUL UMAM,SD,085231324262,sdiirsyadulumam@gmail.com,IRSYADUL UMAM KOKOP,KAB. BANGKALAN,KEC. KOKOP,JL. DESA MANDUNG
69899722,SD MUHAMMADIYAH 1 SEDATI,SD,03135942057,sdmusada16@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. SIDOARJO,KAB. SIDOARJO,KEC. SEDATI,JL. H. SYUKUR NO.65
20531903,SD BUDI YAKIN,SD,0313747245,sdbudiyakin2023@gmail.com,YAYASAN BUDI YAKIN,KOTA SURABAYA,KEC. TAMBAKSARI,RANGKAH BESAR 22
20502304,SD MAARIF TAMAN,SD,03199782096,sdmaariftamanyes@gmail.com,LP MA'ARIF NU,KAB. SIDOARJO,KEC. TAMAN,JL.RAYA TAMAN GG.II
20531901,SD BUSTANUL HUDA,SD,087701952776,sdbustanul_huda@yahoo.co.id,BAITURRAHMAN,KOTA SURABAYA,KEC. SIMOKERTO,SIMOLAWANG BARU I/95-97
20549096,SDS ISLAM AL - ULUM,SD,082330886700,sdialulum@gmail.com,PENDIDIKAN ROUDLOTUS SHIBYAN AL ULUM,KAB. SAMPANG,KEC. KETAPANG,DS. BUNTEN BARAT
69977052,SD ISLAM TERPADU AL MUBAROK,SD,,sdterpadu.almubarok@gmail.com,YAYASAN NUR AL MUBAROK,KAB. KEDIRI,KEC. KRAS,DSN. CANGKRING DS. BANJARANYAR RT/RW 01/06
20533861,SD BERITA HIDUP,SD,0341578340,sdberitahidup@gmail.com,YAYASAN BERITA HIDUP,KOTA MALANG,KEC. SUKUN,JL. RAWI SARI 33
70059130,SD BINA NUSANTARA SURABAYA,SD,,,YAYASAN SEKOLAH BINA NUSANTARA,KOTA SURABAYA,KEC. LAKARSANTRI,"JL. CITRA UTAMA LIDAH KULON NO.20 (D/H. JL. RAYA MENGANTI, LIDAH KULON) SURABAYA"
69787506,SDS AL-MADINAH,SD,0354476340,sdalmadinah2006@gmail.com,YPI AL MADINAH,KAB. KEDIRI,KEC. MOJO,"JL. RAYA MOJO, DS. SUKOANYAR - MOJO"
20566094,SD DARUN NAJAH,SD,085100437658,sdi_darunnajah07@yahoo.com,YAYASAN SALAFIYAH DARUN NAJAH,KAB. MOJOKERTO,KEC. PACET,DSN. TRECEH RT. 01 RW. 01 DS. SAJEN
70035911,SDI SABILIL MUHTADIIN,SD,,,SABILIL MUHTADIIN,KOTA MALANG,KEC. KEDUNGKANDANG,JL. LESANPURO GANG 2 NO. 72
70043401,SD NU AN-NUR,SD,081357571165,sdnu.bawean@gmail.com,YAYASAN PONDOK PESANTREN AN-NUR SANGKAPURA,KAB. GRESIK,KEC. SANGKAPURA,JL. PEDOMAN NO 02 RT 002 RW 003
20519487,SD ISLAM MAARIF,SD,0343854915,sdi.maarif.kejapanan@gmail.com,MA'ARIF,KAB. PASURUAN,KEC. GEMPOL,JL. RAYA BANDULAN NO. 48 KEJAPANAN
20505712,SD KATOLIK SANTO PETRUS,SD,0356322508,sdk_st.petrus@yahoo.com,YOHANNES GABRIEL,KAB. TUBAN,KEC. TUBAN,JLN. PANGLIMA SUDIRMAN NO. 159
69904692,SDIT AL GHAZALI,SD,082337625623,sdit_alghazali1@gmail.com,AL-GHAZALI JELBUDAN PAMEKASAN,KAB. PAMEKASAN,KEC. PAMEKASAN,JL. RAYA NYALARAN NO. 170
20533091,SD KRISTEN ELYON,SD,0315911414,pelita.jaya.sch@gmail.com,YAYASAN PELITA JAYA,KOTA SURABAYA,KEC. MULYOREJO,JL. SUTOREJO PRIMA UTARA PY-8
69980586,SDIT MUTIARA ILMU BANGKALAN,SD,081937306063,mutiarailmu16@gmail.com,YAYASAN BINA INSAN,KAB. BANGKALAN,KEC. BANGKALAN,JL. KEMBANG JAMBE NOMOR 30
20504318,SD KRISTEN MARDI SISWO BOJONEGORO,SD,082142224423,mardisiswo_bojonegoro@yahoo.com,YAYASAN PENDIDIKAN KRISTEN PETRA BOJONEGORO,KAB. BOJONEGORO,KEC. BOJONEGORO,JL. TEUKU UMAR NO. 64 BOJONEGORO
20533131,SDS MANGUNI,SD,0317314851,sdsmanguni@yahoo.com,YP MANGUNI,KOTA SURABAYA,KEC. SUKOMANUNGGAL,JL. SATELIT INDAH III/DN-6
69967248,SDI AL HASANI,SD,087852297373,sdialhasani0@gmail.com,YAYASAN SYAICHONA HASANI,KAB. BANGKALAN,KEC. GALIS,DESA LONGKEK KECAMATAN GALIS
20548739,SD ISLAM AL MUNAWWAR,SD,320920,almunawwarsdi@gmail.com,RADEN JA'FAR SHODIQ,KAB. TULUNGAGUNG,KEC. TULUNGAGUNG,JL P DIPONEGORO NO 151
20532853,SD SETIA BHAKTI SURABAYA,SD,081779670531,sdsetiabhakti1@gmail.com,YAYASAN PENDIDIKAN SETIA BHAKTI,KOTA SURABAYA,KEC. KREMBANGAN,DUPAK RUKUN V/34
20546879,SD ISLAM MIFTAHUT THOLIBIN,SD,085336054479,sdimiftahuttholibin@gmail.com,MIFTAHUT THOLIBIN TEGALSONO,KAB. PROBOLINGGO,KEC. TEGALSIWALAN,DSN TANIAN PANJANG
20549105,SDS ISLAM MIFTAHUL ULUM KETAPANG,SD,,sdsislammiftahululum@gmail.com,MIFTAHUL ULUM ALIFANIYAH,KAB. SAMPANG,KEC. KETAPANG,DS. BLUMBANG
20579415,SD ISLAM AL HASANI,SD,087701776238,sdialhasani@gmail.com,YAYASAN PENDIDIKAN SOSIAL DAN DAKWAH ISLAMIYAH AL HASANI,KAB. PAMEKASAN,KEC. PALENGAAN,DUSUN SARDUNG
20518728,SD TAMAN SISWA (TAMAN MUDA) DAMPIT,SD,0341896503,tamansiswadampit@protonmail.com,PERSATUAN PERGURUAN TAMANSISWA CABANG DAMPIT,KAB. MALANG,KEC. DAMPIT,JL.PAJAJARAN NO.15 DAMPIT
70033498,SD MODERN PARAMADINA,SD,085259859789,sdmparamadinakediri@gmail.com,YAYASAN ISLAM PARAMADINA,KAB. KEDIRI,KEC. SEMEN,"JL. RADEN PATAH NO. 105 DS. SIDOMULYO KEC. SEMEN, KAB.KEDIRI"
70037140,SD AL - MADINAH,SD,03315108904,sdalmadinahjember@gmail.com,YAYASAN PARADIGMA WIYATA BHAKTI,KAB. JEMBER,KEC. KALIWATES,JL. HAYAM WURUK IV / 160 JEMBER
69757219,SDS ISLAM NURUL FALAH,SD,081553687484,sdinufa@gmail.com,YPI NURUL FALAH,KAB. JEMBER,KEC. SILO,JL. SUMBER LANAS TIMUR HARJOMULYO
69991792,SD AL-LATHIFAH,SD,,allathifahsd@gmail.com,AL LATHIFAH,KAB. PASURUAN,KEC. KRATON,JL. RAYA TAMBAKREJO RT.02 RW.04
20552641,SD AL AZHAR SYIFA BUDI SURABAYA,SD,0318498089,syifabudi_surabaya@yahoo.co.id,YAYASAN AURELLIA,KOTA SURABAYA,KEC. WONOCOLO,JL. SIDOSERMO PDK II/KAV. 230 A
20533140,SD KYAI RODLIYAH,SD,085645591106,sdskyairodliyah@gmail.com,KYAI RODLIYAH,KOTA SURABAYA,KEC. PAKAL,JL. SENDANG BULU
70062641,SD KATOLIK SAINT JOSEPH MONTESSORI,SD,,,YAYASAN KOLESE SANTO YUSUP,KAB. MALANG,KEC. PAKIS,JL. MANSION BOULEVARD NO. 6 KOMPLEKS PERUMAHAN THE ARAYA DUSUN GENITRI
20571350,SD ISLAM DARUSSALAM,SD,085379497087,sdi.darussalamtiris@gmail.com,,KAB. PROBOLINGGO,KEC. TIRIS,DUSUN KLAKAH RT 05 RW 02
69988760,SD WACHID HASYIM SURABAYA (SD PLUS),SD,03199024021,sdwachidhasyimplus1@gmail.com,WACHID HASYIM SURABAYA,KOTA SURABAYA,KEC. KENJERAN,JL.SIDOTOPO WETAN BARU NO.7
60724817,SDS ISLAM AL - KHOLILIYAH,SD,087849426079,sdialkholiliyah@gmail.com,SDI AL KHOLILIYAH,KAB. SAMPANG,KEC. KEDUNGDUNG,DS. PAJERUAN
20519498,SD NAHDLATUL ULAMA,SD,085336978799,sdnulekok344@gmail.com,YAYASAN TAMAN PENDIDIKAN NAHDLATUL ULAMA LEKOK,KAB. PASURUAN,KEC. LEKOK,JL. KABUPATEN NO. 72 KEC. LEKOK
70006331,SDI AS-SANORA SUMBER PAO,SD,0877736255,,YAYASAN PENDIDIKAN ISLAM DAN SOSIAL AS-SANORA SUMBER PAO,KAB. PAMEKASAN,KEC. BATU MARMAR,SDI AS SONARA SUMBER PAO
20512784,SD YBPK SAMBIREJO,SD,03543103766,sdkybpksambirejo@yahoo.co.id,YAYASAN BADAN PENDIDIKAN KRISTEN,KAB. KEDIRI,KEC. PARE,JL KEDIRI
69758984,SDS ISLAM MENAMPU,SD,082330527727,sdsislammenampu@gmail.com,YAYASAN PENDIDIKAN ISLAM SALAFIYAH AS-SYAHIDIYAH,KAB. JEMBER,KEC. GUMUK MAS,DSN. KEDUNGLENGKONG DS.MENAMPU - GUMUKMAS
70063621,SD AR RAHMAN GREEN SCHOOL,SD,,,,KAB. JOMBANG,KEC. JOMBANG,"JL. BALI KAVLING C RT/RW : 005/009, GENENG"
20554528,SDI TERPADU AL BADR,SD,0354476977,sditerpadualbadr@gmail.com,YAYASAN PENDIDIKAN ISLAM AL IBTISAM AL MA'MUNIYY,KAB. KEDIRI,KEC. MOJO,JLN. TANJANG RT002 RW002 DS. PLOSO
69815479,SD ISLAM AL HIKMAH,SD,081259278873,sdialhikmah2024@gmail.com,YAYASAN DARUL IKHSAN,KAB. BOJONEGORO,KEC. SUGIHWARAS,JL. MERDEKA UTARA NO 23
20533902,SD ISLAM SABILILLAH MALANG,SD,0341488602,humas@sdsabilillah.sch.id,YAYASAN SABILILLAH MALANG,KOTA MALANG,KEC. BLIMBING,JL. JEND. A. YANI 15 MALANG
70006761,SD ISLAM AL-FALAH,SD,0341513909,sdislamalfalahbatu@gmail.com,LEMBAGA PENDIDIKAN AL-FALAH,KOTA BATU,KEC. JUNREJO,JL. PANGLIMA BESAR SUDIRMAN RT.02 RW.06
69898962,SDIQU AL BAHJAH 03 TULUNGAGUNG,SD,081554144800,sdiqualbahjah03@gmail.com,YAYASAN AL BAHJAH,KAB. TULUNGAGUNG,KEC. KARANGREJO,JALAN RAYA KARANGREJO
69980053,SD ISLAM TERPADU ULUL ALBAB,SD,082245130719,ululalbabkertosono@gmail.com,AN NURHADI,KAB. NGANJUK,KEC. KERTOSONO,"JLN. KH ABDUL FATTAH DSN MENTAOS, DS. NGLAWAK, KEC. KERTOSONO"
20502400,SD MUHAMMADIYAH 8 TULANGAN,SD,0318850184,sdmuhdelta@yahoo.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. SIDOARJO,KAB. SIDOARJO,KEC. TULANGAN,JL RAYA KENONGO
20551768,SD MUHAMMADIYAH 1 BRONDONG,SD,08123085254,sdmgembyang@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. LAMONGAN,KAB. LAMONGAN,KEC. BRONDONG,JLN. SUMUR SUWUK NO. 009 GEMBYANG
20549413,SD ISLAM DARUL MUKHLASHIN,SD,085233751878,sdidarulmukhlasin2004@gmail.com,DARUL MUKHLASHIN,KAB. PROBOLINGGO,KEC. TEGALSIWALAN,JL. RAYA TEGALSIWALAN
70059287,SD MAPLE TREE,SD,,,VISI INSPIRASI PENDIDIKAN,KAB. BONDOWOSO,KEC. BONDOWOSO,JL. KH AGUS SALIM NO.89 A
20531854,SD AL HUDA SURABAYA,SD,0817331303,chnadhifa@gmail.com,YAYASAN PENDIDIKAN ISLAM AL HUDA SEMAMPIR,KOTA SURABAYA,KEC. SEMAMPIR,JLN. TENGGUMUNG WETAN V/1
70057842,SD AL FURQON 3,SD,,,YAYASAN PONDOK PESANTREN AL-FURQON,KAB. GRESIK,KEC. DRIYOREJO,DUSUN KARANGASEM RT 004 RW 004
69978396,SD PLUS FATIMAH AZ ZAHRO,SD,085156432405,sdplusfaz01@gmail.com,YAYASAN PENDIDIKAN PURNAMA SIDOARJO,KAB. SIDOARJO,KEC. BUDURAN,SIWALANPANJI RT 06 RW 02 BUDURAN SIDOARJO
20572178,SD ISLAM TERPADU AL USWAH,SD,034145114,aluswahsdit_sgs@yahoo.co.id,PESANTREN ISLAM AL-USWAH SINGOSARI MALANG,KAB. MALANG,KEC. SINGOSARI,JL. JAYANEGARA 123
20536911,SD IT PERMATA,SD,085204941184,sditpermataprobolinggo@gmail.com,YAYASAN AMANAH PROBOLINGGO,KOTA PROBOLINGGO,KEC. MAYANGAN,JL. IKAN TONGKOL II/6
20554040,SDS NU 17 BAITUL MAKMUR,SD,082335622839,sdnubaitulmakmur@gmail.com,LP MA'ARIF NU CABANG JEMBER,KAB. JEMBER,KEC. BALUNG,JL. BAGON NO.20 KARUK
20557279,SD ISLAM AL FARABY,SD,085105630588,sdialfaraby238@gmail.com,LEMBAGA PENDIDIKAN ISLAM TERPADU AL FARABY TUREN MALANG,KAB. MALANG,KEC. TUREN,JL. MAYOR DAMAR 44
20518684,SD MUHAMMADIYAH 01 KEPANJEN,SD,03413903290,w_wijaya37@yahoo.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. MALANG,KAB. MALANG,KEC. KEPANJEN,JL. EFFENDI 94B
20533087,SD PAKIS JAYA,SD,0315634793,sd_pakisjaya@yahoo.com,-PAKIS JAYA,KOTA SURABAYA,KEC. SAWAHAN,JL PAKIS III/36 SURABAYA
20533095,SD NURUL IMAN,SD,0317416466,sdsnuruliman@gmail.com,MASJID NURUL IMAN,KOTA SURABAYA,KEC. BENOWO,JL. SEMEMI JAYA IV/55
70011220,SDIT NURUL RAHMAH KEMAYORAN,SD,085330285821,sdit.nurulrahmah@gmail.com,YAYASAN NURUL RAHMAH KEMAYORAN,KAB. BANGKALAN,KEC. BANGKALAN,JL. TEUKU UMAR II/17
20531912,SD DAPUAN SWASTA SURABAYA,SD,083831175093,sd.dapuan@yahoo.com,YAYASAN PENDIDIKAN DAPUAN,KOTA SURABAYA,KEC. PABEAN CANTIAN,JL. JANGKAR NO.10 SURABAYA.
20533063,SD MIFTAHUL ULUM SURABAYA,SD,03199013535,sd.miftahul.ulum.063@gmail.com,YAYASAN PENDIDIKAN ISLAM MIFTAHUL ULUM,KOTA SURABAYA,KEC. GUNUNGANYAR,JL. RUNGKUT TENGAH 3/13
20548702,SD ISLAM AL-HUDA,SD,,alhuda.ssdi@gmail.com,YAYASAN PESANTREN ALHUDA SEDAYULAWAS,KAB. LAMONGAN,KEC. BRONDONG,JL KENANGA NO 109
69959269,SDS ISLAM DARUL AIDAM,SD,082338138343,sdsdarulaidam@gmail.com,DARUT TAUHID,KAB. SAMPANG,KEC. KEDUNGDUNG,DUSUN SEMAMPIR
69961808,SDIT MULTAZAM,SD,085331244313,sditmultazam.official@gmail.com,YAYASAN ILTIZAM PAMEKASAN,KAB. PAMEKASAN,KEC. PADEMAWU,DESA BUDDIH
20508688,SD MUHAMMADIYAH 1 NGAWI,SD,0351748333,sdmuh1_ngawi@yahoo.co.id,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. NGAWI,KAB. NGAWI,KEC. NGAWI,JL. BASUKI RAHMAD 77 NGAWI
20501149,SD MUHAMMADIYAH MELIRANG,SD,0313941168,sdm.melirang@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. GRESIK,KAB. GRESIK,KEC. BUNGAH,DESA MELIRANG RT.01 RW.01
69918670,SDI NURUL AMIN,SD,082334699958,sdinurulamin@gmail.com,YAYASAN NURUL AMIN SALATREH,KAB. PAMEKASAN,KEC. PALENGAAN,DUSUN SALATREH
70054826,SD ISLAM INTEGRATIF AL - KAYYIS,SD,081259527881,alkayyis2009@gmail.com,YAYASAN PENDIDIKAN ISLAM AL-KAYYIS,KAB. GRESIK,KEC. MENGANTI,PERUM GRAHA MENGANTI BLOK A NO. 1
20524120,SDS NU KARANGREJO 02,SD,085655863974,sdnukarangrejo02@gmail.com,BPPPMNU  CABANG KENCONG,KAB. JEMBER,KEC. GUMUK MAS,JL. BENDOREJO NO. 03
20555478,SD ISLAM SRENGAT,SD,,sdisrengatblitar@ymail.com,YAYASAN MINHAJUSSALAM,KAB. BLITAR,KEC. SRENGAT,JL MASJID BESAR NO. 01
20551763,SD MUHAMMADIYAH 1 PUCANGANOM SIDOARJO,SD,0318054178,admmuhida@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. SIDOARJO,KAB. SIDOARJO,KEC. SIDOARJO,JL. RADEN PATAH 91 F
69754605,SDIT AR ROHMAH MAGETAN,SD,085648503571,sditarrohmahmgt@gmail.com,YAYASAN ISLAM AR-ROHMAH YASIROH,KAB. MAGETAN,KEC. MAGETAN,JL. HASANUDIN RT.01 RW.05 KELURAHAN SELOSARI
20508687,SDI AL AMNANIYAH PUHTI KARANGJATI,SD,085259723760,sdialamnaniyahpuhti@yahoo.com,AL AMNANIYAH BANGON,KAB. NGAWI,KEC. KARANGJATI,PUHTI - KARANGJATI
20532982,SDK SANTO MIKAEL,SD,0313541422,sdksantomikael1@gmail.com,YOHANNES GABRIEL,KOTA SURABAYA,KEC. KREMBANGAN,JL. TANJUNG SADARI NO. 49 SURABAYA
20554918,SD ISLAM AL HUDA,SD,081331730775,sdislamalhuda123@gmail.com,PESANTREN AL-HUDA,KAB. BANYUWANGI,KEC. GENTENG,"JL. KH. HASYIM ASYARI, GENTENG WETAN, GENTENG"
20512797,SD KATOLIK YOHANES GABRIEL,SD,,sdkyohanesgabriel10@gmail.com,YOHANNES GABRIEL,KAB. KEDIRI,KEC. SEMEN,JL. RAYA PUHSARANG RT 01 RW 02 KEC. SEMEN KAB. KEDIRI
69972211,SD ISLAMIYAH AT THOHIRIYAH,SD,03199896010,sdi.atthohiriyahkrian@yahoo.com,YAYASAN PENDIDIKAN ISLAM AT - THOHIRIYAH JERUK GAMPING,KAB. SIDOARJO,KEC. KRIAN,JL. KH. THOHIR SHOLEH NO 220 JERUKGAMPING
69978373,SDI NURUL ANWAR,SD,085233275754,,YAYASAN NURUL ANWAR AL-ULYA,KAB. SUMENEP,KEC. BATANG-BATANG,DESA LEGUNG TIMUR
20566149,SDS ISLAM FATAHILAH,SD,082330433553,sdifatahillah@gmail.com,FATAHILLAH,KAB. PROBOLINGGO,KEC. GENDING,GENDING
20533065,SD MUHAMMADIYAH 22 SURABAYA,SD,03199002551,sdmuhammadiyah22surabaya@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KOTA SURABAYA,KOTA SURABAYA,KEC. KARANG PILANG,JL. KEMLATEN BARU 43
70035412,SD NU ROUDLOTUN NAFILAH,SD,,,ROUDLOTUN NAFILAH,KAB. GRESIK,KEC. MANYAR,JL. GRIYA PEGANDEN ASRI CI RT 005 RW 005
69900208,SDI FATHUL HUDA BENDO,SD,085257291301,sdifathulhudabendopadas13@gmail.com,FATHUL HUDA,KAB. NGAWI,KEC. PADAS,DSN. BENDO RT 1 RW 3
20570499,SD AL AZHAR,SD,,sdalazhar136@gmail.com,AL - HASAN,KAB. NGAWI,KEC. KEDUNGGALAR,KEDUNGGALAR
20531849,SD AL ISLAH,SD,0318707761,sdalislah670sby@gmail.com,YAYASAN PENDIDIKAN AL ISLAH SURABAYA,KOTA SURABAYA,KEC. GUNUNGANYAR,JL. GUNUNGANYAR TENGAH 22 - 24
69947655,SDS ISLAM HIDAYATUL ULUM,SD,082331010072,sdihu2020@gmail.com,ANNAH ROWIYAH,KAB. SAMPANG,KEC. BANYUATES,JL. SOMPOR
20533138,SD MABADIUL ULUM SURABAYA,SD,0315920372,mabadiululum@yahoo.co.id,YAYASAN PENDIDIKAN MABADIUL ULUM,KOTA SURABAYA,KEC. SUKOLILO,JL. RODAH SEKOLAHAN NO. 1
69990961,SD KRISTEN TUNAS HARAPAN BANGSA,SD,0315312906,sdkristentunasharapanbangsa@gmail.com,EBENHAEZER,KOTA SURABAYA,KEC. GENTENG,"JL. AMBENGAN 2, SURABAYA"
70025435,SDIT INSAN KAMIL GEMPOL,SD,085797449703,sditinsankamilgempol@gmail.com,YAYASAN PENDIDIKAN INSAN KAMIL GEMPOL,KAB. PASURUAN,KEC. GEMPOL,DUSUN SUKCI RT 003 RW 003
